id,title,year
9074,the man,2005
14396,code name: the cleaner,2007
15673,connie and carla,2004
42618,sweet charity,1969
171274,inherent vice,2014
24432,doogal,2006
109417,battle of the year,2013
13948,an american carol,2008
106747,machete kills,2013
10929,willard,2003
14220,strange wilderness,2008
46435,topsy-turvy,1999
256962,little boy,2015
48231,a dangerous method,2011
3509,a scanner darkly,2006
82684,chasing mavericks,2012
12142,alone in the dark,2005
23367,bandslam,2009
10740,birth,2004
241239,a most violent year,2014
14582,passchendaele,2008
14914,flash of genius,2008
3902,i'm not there.,2007
77948,the cold light of day,2012
21755,the brothers bloom,2008
4960,"synecdoche, new york",2008
128,もののけ姫,1997
14652,bon voyage,2003
40932,can't stop the music,1980
16608,the proposition,2005
334531,my all american,2015
32316,marci x,2003
7299,equilibrium,2002
13405,黃石的孩子,2008
19457,the yards,2000
112937,the oogieloves in the big balloon adventure,2012
314385,by the sea,2015
8953,steamboy,2004
29078,the game of their lives,2005
46503,all good things,2010
10448,rapa nui,1994
13688,長江七號,2008
10353,les visiteurs 2 : les couloirs du temps,1998
43935,dylan dog: dead of night,2011
11458,people i know,2002
44638,the tempest,2010
241257,regression,2015
14538,三国之见龙卸甲,2008
13250,butterfly on a wheel,2007
133931,zambezia,2012
280871,ராமானுஜன்,2014
239897,dwegons,2014
184341,hands of stone,2016
334074,survivor,2015
199373,the frozen ground,2013
14202,the painted veil,2006
6968,der baader meinhof komplex,2008
581,dances with wolves,1990
52449,bad teacher,2011
12150,sea of love,1989
11247,a cinderella story,2004
4232,scream,1996
9378,thir13en ghosts,2001
694,the shining,1980
105,back to the future,1985
11377,house on haunted hill,1999
26367,i can do bad all by myself,2009
385383,fight valley,2016
41210,the switch,2010
12090,just married,2003
62630,the devil's double,2011
16110,thomas and the magic railroad,2000
29427,the crazies,2010
129,千と千尋の神隠し,2001
244114,風暴,2013
2669,the bounty,1984
203833,the book thief,2013
13523,sex drive,2008
25195,leap year,2010
17277,the fall of the roman empire,1964
50725,take me home tonight,2011
82631,won't back down,2012
73191,the nutcracker,1993
22479,kansas city,1996
340611,indignation,2016
10065,the amityville horror,2005
2757,adaptation.,2002
11683,land of the dead,2005
244339,逃出生天,2013
1878,fear and loathing in las vegas,1998
23082,the invention of lying,2009
195589,neighbors,2014
854,the mask,1994
2280,big,1988
496,borat: cultural learnings of america for make benefit glorious nation of kazakhstan,2006
8835,legally blonde,2001
157,star trek iii: the search for spock,1984
8643,the exorcism of emily rose,2005
10402,deuce bigalow: male gigolo,1999
218043,left behind,2014
9043,the family stone,2005
21301,barbershop 2:  back in business,2004
10147,bad santa,2003
816,austin powers: international man of mystery,1997
302688,my big fat greek wedding 2,2016
60307,diary of a wimpy kid: rodrick rules,2011
106,predator,1987
279,amadeus,1984
8617,prom night,2008
10625,mean girls,2004
10934,under the tuscan sun,2003
5279,gosford park,2001
10013,peggy sue got married,1986
194662,birdman,2014
160588,blue jasmine,2013
9829,united 93,2006
10028,honey,2003
10535,spy hard,1996
790,the fog,1980
43959,soul surfer,2011
10364,catch-22,1970
16991,observe and report,2009
9610,conan the destroyer,1984
1578,raging bull,1980
25643,love happens,2009
11904,young sherlock holmes,1985
28665,fame,2009
44115,127 hours,2010
10569,small time crooks,2000
10560,center stage,2000
333348,love the coopers,2015
20483,catch that kid,2004
11457,life as a house,2001
321697,steve jobs,2015
19840,"i love you, beth cooper",2009
22327,youth in revolt,2009
38665,the legend of the lone ranger,1981
2575,the tailor of panama,2001
11644,blow out,1981
146227,getaway,2013
68924,the ice storm,1997
253235,and so it goes,2014
22102,troop beverly hills,1989
18701,being julia,2004
10068,nine 1/2 weeks,1986
848,dragonslayer,1981
36811,the last station,2009
522,ed wood,1994
130150,labor day,2013
12246,монгол,2007
13809,rocknrolla,2008
27380,megaforce,1982
10549,hamlet,1996
33870,mao's last dancer,2009
245703,midnight special,2016
10739,anything else,2003
127560,the railway man,2013
37903,das weisse band,2009
396152,restoration,2016
10017,the wraith,1986
11468,salton sea,2002
193613,metallica: through the never,2013
17436,the informers,2008
43434,carlos,2010
31166,i come with the rain,2009
69848,one man's hero,1999
8408,day of the dead,1985
332411,i am wrath,2016
9389,renaissance,2006
9626,red sonja,1985
75638,red lights,2012
8363,superbad,2007
15670,madea goes to jail,2009
290555,wolves,2014
8328,step up 2: the streets,2008
10982,hoodwinked!,2005
205,hotel rwanda,2004
1620,hitman,2007
175541,black nativity,2013
241254,the prince,2014
31932,city of ghosts,2002
1933,the others,2001
679,aliens,1986
11113,my fair lady,1964
3597,i know what you did last summer,1997
193893,let's be cops,2014
9675,sideways,2004
9988,beerfest,2006
948,halloween,1978
21765,good boy!,2003
146304,the best man holiday,2013
7516,smokin' aces,2006
41439,saw 3d,2010
2752,40 days and 40 nights,2002
9429,a night at the roxbury,1998
38117,beastly,2011
9792,the hills have eyes,2006
13778,dickie roberts: former child star,2003
228203,"mcfarland, usa",2015
41382,lottery ticket,2010
13960,atl,2006
114150,pitch perfect,2012
26602,summer catch,2001
10223,a simple plan,1998
16028,they,2002
15639,larry the cable guy: health inspector,2006
16112,the adventures of elmo in grouchland,1999
26390,brooklyn's finest,2009
27759,55 days at peking,1963
109428,evil dead,2013
23049,my life in ruins,2009
9310,american dreamz,2006
11411,superman iv: the quest for peace,1987
16988,how she move,2008
7304,running scared,2006
24747,bobby jones: stroke of genius,2004
58048,shanghai surprise,1986
1491,the illusionist,2006
2989,roar,1981
10629,veronica guerin,2003
255343,escobar: paradise lost,2014
4723,southland tales,2006
10800,chasseurs de dragons,2008
25763,damnation alley,1977
79694,the apparition,2012
4032,my girl,1991
18615,fur: an imaginary portrait of diane arbus,2006
10673,wall street,1987
4584,sense and sensibility,1995
2977,becoming jane,2007
10760,sydney white,2007
11093,house of sand and fog,2003
207,dead poets society,1989
8467,dumb and dumber,1994
639,when harry met sally...,1989
24226,the verdict,1982
9285,road trip,2000
14709,varsity blues,1999
74643,the artist,2011
13788,the unborn,2009
83666,moonrise kingdom,2012
10781,the texas chainsaw massacre: the beginning,2006
318850,the young messiah,2016
13908,the master of disguise,2002
1417,el laberinto del fauno,2006
39180,see spot run,2001
16161,baby boy,2001
49950,the roommate,2011
10956,joe dirt,2001
9594,double impact,1991
4638,hot fuzz,2007
13972,the women,2008
5038,vicky cristina barcelona,2008
13491,arn: tempelriddaren,2007
10571,boys and girls,2000
10994,white oleander,2002
19994,jennifer's body,2009
25166,drowning mona,2000
30890,radio days,1987
23169,remember me,2010
17403,how to deal,2003
12120,my stepmother is an alien,1988
9800,philadelphia,1993
1090,the thirteenth floor,1999
18475,the cookout,2004
40160,meteor,1979
18074,duets,2000
9689,hollywood ending,2002
9781,detroit rock city,1999
8009,highlander,1986
3877,things we lost in the fire,2007
8854,steel,1997
152599,the immigrant,2013
18840,the white countess,2005
68727,trance,2013
12657,soul plane,2004
8265,bienvenue chez les ch'tis,2008
12410,good,2008
34647,enter the void,2009
73935,vamps,2012
28178,hachi: a dog's tale,2009
185567,zulu,2013
264656,the homesman,2014
35696,juwanna mann,2002
16351,ararat,2002
38717,madison,2001
18777,slow burn,2005
2110,wasabi,2001
9035,slither,2006
90,beverly hills cop,1984
771,home alone,1990
12154,three men and a baby,1987
9576,tootsie,1982
744,top gun,1986
146,卧虎藏龙,2000
14,american beauty,1999
45269,the king's speech,2010
9493,twins,1988
22556,the yellow handkerchief,2008
873,the color purple,1985
33196,해운대,2009
205596,the imitation game,2014
10765,private benjamin,1980
16769,coal miner's daughter,1980
33217,diary of a wimpy kid,2010
132232,mama,2013
11153,national lampoon's vacation,1983
208134,jackass presents: bad grandpa,2013
1165,the queen,2006
4011,beetlejuice,1988
17202,why did i get married?,2007
9587,little women,1994
65086,the woman in black,2012
10053,when a stranger calls,2006
11870,big fat liar,2002
11778,the deer hunter,1978
586,wag the dog,1997
18736,the lizzie mcguire movie,2003
134411,snitch,2013
287903,krampus,2015
9276,the faculty,1998
15765,what's love got to do with it,1993
2142,cop land,1997
11397,not another teen movie,2001
77016,end of watch,2012
11478,the skulls,2000
266856,the theory of everything,2014
13411,malibu's most wanted,2003
10564,where the heart is,2000
947,lawrence of arabia,1962
24150,halloween ii,2009
228970,wild,2014
18405,the last house on the left,2009
6961,the wedding date,2005
11442,halloween: resurrection,2002
2493,the princess bride,1987
14047,the great debaters,2007
64690,drive,2011
11132,confessions of a teenage drama queen,2004
17127,the object of my affection,1998
1562,28 weeks later,2007
232679,when the game stands tall,2014
17880,because of winn-dixie,2005
14736,love & basketball,2000
9434,grosse pointe blank,1997
23706,all about steve,2009
11531,book of shadows: blair witch 2,2000
9100,the craft,1996
116,match point,2005
38843,ramona and beezus,2010
1245,the remains of the day,1993
4995,boogie nights,1997
10413,nowhere to run,1993
14012,flicka,2006
9793,the hills have eyes ii,2007
12212,urban legends: final cut,2000
13768,tuck everlasting,2002
8975,the marine,2006
342521,keanu,2016
45272,country strong,2010
9424,disturbing behavior,1998
97367,the place beyond the pines,2013
254904,the november man,2014
18681,eye of the beholder,1999
12162,the hurt locker,2008
11495,firestarter,1984
64689,killing them softly,2012
157849,a most wanted man,2014
13166,freddy got fingered,2001
15511,veggietales: the pirates who don't do anything,2008
37003,u2 3d,2007
12211,highlander: endgame,2000
13816,idlewild,2006
51828,one day,2011
22798,whip it,2009
7501,knockaround guys,2001
10743,confidence,2003
37718,the muse,1999
15237,de-lovely,2004
9686,new york stories,1989
17644,barney's great adventure,1998
97430,the man with the iron fists,2012
12257,home fries,1998
13539,here on earth,2000
68,brazil,1985
14024,raise your voice,2004
115,the big lebowski,1998
7874,black snake moan,2006
4911,dark blue,2002
1988,a mighty heart,2007
16222,whatever it takes,2000
9557,boat trip,2002
9026,the importance of being earnest,2002
57943,the love letter,1998
18276,hoot,2006
8321,in bruges,2008
72359,peeples,2013
10186,the rocker,2008
25704,post grad,2009
133694,promised land,2012
19265,whatever works,2009
36047,the in crowd,2000
8053,the three burials of melquiades estrada,2005
2290,jakob the liar,1999
5236,kiss kiss bang bang,2005
6552,idle hands,1999
1018,mulholland drive,2001
10075,blood and chocolate,2007
38031,you will meet a tall dark stranger,2010
42188,never let me go,2010
112430,the company,2007
6687,transsiberian,2008
13853,the clan of the cave bear,1986
31306,crazy in alabama,1999
8461,funny games,2007
331592,listening,2015
47692,felicia's journey,1999
19,metropolis,1927
10045,banlieue 13,2004
400,things to do in denver when you're dead,1995
253450,刺客聶隱娘,2015
9104,buffalo soldiers,2001
11190,возвращение,2003
16353,ong bak 2,2008
23759,centurion,2010
24206,silent trigger,1996
10185,the midnight meat train,2008
75033,winnie mandela,2011
74536,the son of no one,2011
31668,all the queen's men,2001
13501,the good night,2007
15208,bathory,2008
172391,khumba,2013
262543,autómata,2014
9288,dungeons & dragons: wrath of the dragon god,2005
370980,chiamatemi francesco - il papa della gente,2015
20083,新宿事件,2009
40880,pandaemonium,2001
137,groundhog day,1993
264999,magic mike xxl,2015
454,romeo + juliet,1996
53457,elle s'appelait sarah,2010
288980,freedom,2014
33,unforgiven,1992
1951,manderlay,2005
12405,slumdog millionaire,2008
10998,fatal attraction,1987
114,pretty woman,1990
9396,crocodile dundee ii,1988
319910,broken horses,2015
2604,born on the fourth of july,1989
864,cool runnings,1993
14435,my bloody valentine,2009
1931,stomp the yard,2007
691,the spy who loved me,1977
9877,urban legend,1998
62008,good deeds,2012
12227,white fang,1991
13824,superstar,1999
71688,the iron lady,2011
15173,jonah: a veggietales movie,2002
8291,poetic justice,1993
13950,all about the benjamins,2002
12158,vampire in brooklyn,1995
11586,exorcist ii: the heretic,1977
10008,an american haunting,2005
2830,my boss's daughter,2003
12403,a perfect getaway,2009
34563,our family wedding,2010
14557,dead man on campus,1998
10368,tea with mussolini,1999
10280,thinner,1996
12637,"new york, new york",1977
34152,crooklyn,1994
14434,i think i love my wife,2007
11470,jason x,2001
10741,bobby,2006
24940,head over heels,2001
82679,fun size,2012
2013,le scaphandre et le papillon,2007
1440,little children,2006
18041,gossip,2000
28029,a walk on the moon,1999
1123,catch a fire,2006
14033,soul survivors,2001
87729,jefferson in paris,1995
16899,easy virtue,2008
41317,caravans,1978
245700,mr. turner,2014
37842,les herbes folles,2009
9045,amen.,2002
44092,剑雨,2010
16005,the lucky ones,2008
44754,margaret,2011
23988,stan helsing,2009
43949,flipped,2010
142,brokeback mountain,2005
9603,clueless,1995
10712,far from heaven,2002
243938,hot tub time machine 2,2015
10876,quills,2000
86838,seven psychopaths,2012
25208,the caveman's valentine,2001
613,der untergang,2004
1913,mar adentro,2004
97370,under the skin,2014
801,"good morning, vietnam",1987
70829,the last godfather,2010
54518,justin bieber: never say never,2011
44214,black swan,2010
240,the godfather: part ii,1974
9816,save the last dance,2001
10131,a nightmare on elm street 4: the dream master,1988
339984,miracles from heaven,2016
8859,"dude, where’s my car?",2000
11967,young guns,1988
239563,st. vincent,2014
222899,about last night,2014
4951,10 things i hate about you,1999
10985,the new guy,2002
9644,national lampoon's loaded weapon 1,1993
332567,the shallows,2016
1954,the butterfly effect,2004
15489,snow day,2000
15250,this christmas,2007
22345,baby geniuses,1999
9448,the big hit,1998
38223,harriet the spy,1996
11186,child's play 2,1990
136835,no good deed,2014
5876,the mist,2007
264660,ex machina,2015
492,being john malkovich,1999
25462,two can play that game,2001
238603,earth to echo,2014
10691,crazy/beautiful,2001
1251,letters from iwo jima,2006
5172,the astronaut farmer,2006
58680,woo,1998
264644,room,2015
14577,dirty work,1998
11592,serial mom,1994
16406,dick,1999
19052,light it up,1999
3682,54,1998
9683,bubble boy,2001
2084,birthday girl,2001
107811,21 & over,2013
2266,"paris, je t'aime",2006
13074,resurrecting the champ,2007
144340,admission,2013
48217,la veuve de saint-pierre,2000
28211,chloe,2009
47502,faithful,1996
9950,find me guilty,2006
84892,the perks of being a wallflower,2012
24227,excessive force,1993
9672,infamous,2006
44853,the claim,2000
157544,the vatican tapes,2015
59678,attack the block,2011
79777,in the land of blood and honey,2011
158011,the call,2013
407887,인천상륙작전,2016
17043,the crocodile hunter: collision course,2002
8952,i love you phillip morris,2009
62204,la guerre du feu,1981
13435,antwone fisher,2002
17187,the emperor's club,2002
319,true romance,1993
59457,womb,2010
9504,glengarry glen ross,1992
37414,the killer inside me,2010
6217,cat people,1982
26688,sorority row,2009
43867,the prisoner of zenda,1937
6615,lars and the real girl,2007
14574,the boy in the striped pyjamas,2008
16,dancer in the dark,2000
39780,oscar and lucinda,1997
21612,the funeral,1996
36691,solitary man,2009
23631,machete,2010
45324,casino jack,2010
12144,the land before time,1988
11658,태극기 휘날리며,2004
56601,the perfect game,2010
9552,the exorcist,1973
578,jaws,1975
2105,american pie,1999
126319,ernest et célestine,2012
10136,the golden child,1986
67660,think like a man,2012
10611,barbershop,2002
154,star trek ii: the wrath of khan,1982
3049,ace ventura: pet detective,1994
860,wargames,1983
9281,witness,1985
75674,act of valor,2012
9762,step up,2006
3179,beavis and butt-head do america,1996
184,jackie brown,1997
13335,harold & kumar escape from guantanamo bay,2008
76726,chronicle,2012
10269,yentl,1983
36819,time bandits,1981
17130,crossroads,2002
57214,project x,2012
11202,patton,1970
9357,one hour photo,2002
13812,quarantine,2008
9030,the eye,2008
19084,johnson family vacation,2004
8386,how high,2001
10437,the muppet christmas carol,1992
1360,frida,2002
101267,katy perry: part of me,2012
222935,the fault in our stars,2014
10220,rounders,1998
284296,top five,2014
31915,prophecy,1979
11601,stir of echoes,1999
205220,philomena,2013
11354,the upside of anger,2005
16241,the boys from brazil,1978
14191,aquamarine,2006
286565,paper towns,2015
26710,my baby's daddy,2004
129670,nebraska,2013
9059,tales from the crypt: demon knight,1995
34549,max keeble's big move,2001
57157,young adult,2011
1948,crank,2006
28353,how to be a player,1997
46889,living out loud,1998
38093,just wright,2010
14976,rachel getting married,2008
11027,the postman always rings twice,1981
3635,girl with a pearl earring,2003
387,das boot,1981
6020,sorority boys,2002
122906,about time,2013
9550,十面埋伏,2004
60599,arbitrage,2012
227719,project almanac,2015
14299,cadillac records,2008
19419,screwed,2000
12088,fortress,1992
14799,for your consideration,2006
9466,celebrity,1998
7510,running with scissors,2006
31246,from justin to kelly,2003
61752,girl 6,1996
10944,in the cut,2003
10362,two lovers,2008
14778,last orders,2001
1255,괴물,2006
45226,the pursuit of d.b. cooper,1981
10212,ravenous,1999
8669,charlie bartlett,2008
179144,la grande bellezza,2013
16857,the dangerous lives of altar boys,2002
86825,stoker,2013
844,2046,2004
8060,married life,2007
15907,duma,2005
38448,ondine,2009
327,brother,2000
9260,welcome to collinwood,2002
61337,critical care,1997
13079,the life before her eyes,2007
89325,darling companion,2012
4170,trade,2007
41508,sorstalanság,2005
12479,breakfast of champions,1999
44555,三枪拍案惊奇,2009
10133,cypher,2002
21345,南京!南京!,2009
173931,兔侠传奇,2011
61984,space battleship yamato,2010
50601,5 days of war,2011
26466,triangle,2009
345003,10 days in a madhouse,2015
236751,heaven is for real,2014
107,snatch,2000
357837,dancin' it's on,2015
8913,pet sematary,1989
13889,まあだだよ,1993
18530,the cry of the owl,2009
358451,三城记,2015
927,gremlins,1984
11,star wars,1977
291870,dirty grandpa,2016
907,doctor zhivago,1965
206563,trash,2014
11887,high school musical 3: senior year,2008
45317,the fighter,2010
12094,jackass number two,2006
10377,my cousin vinny,1992
249164,if i stay,2014
256092,drive hard,2014
9942,major league,1989
10748,st. trinian's,2007
1817,phone booth,2002
10229,a walk to remember,2002
687,dead man walking,1995
796,cruel intentions,1999
22804,saw vi,2009
10156,history of the world: part i,1981
12837,the secret life of bees,2008
17708,corky romano,2001
13937,raising cain,1992
28932,f.i.s.t.,1978
31909,invaders from mars,1986
167073,brooklyn,2015
3175,barry lyndon,1975
14369,out cold,2001
16888,the ladies man,2000
121826,quartet,2012
10646,tomcats,2001
12149,frailty,2001
304357,woman in gold,2015
11184,kinsey,2004
766,army of darkness,1992
20009,slackers,2002
1587,what's eating gilbert grape,1993
30973,the visual bible: the gospel of john,2003
11109,vera drake,2004
9027,the guru,2002
63020,the perez family,1995
86829,inside llewyn davis,2013
11065,o,2001
13888,return to the blue lagoon,1991
42345,the molly maguires,1970
13994,romance & cigarettes,2005
1590,copying beethoven,2006
62728,brighton rock,2010
11917,saw v,2008
45138,gli intoccabili,1969
80271,lol,2012
4657,jindabyne,2006
14395,कभी अलविदा ना कहना,2006
24137,an ideal husband,1999
190847,the last days on mars,2013
11056,darkness,2002
62,2001: a space odyssey,1968
601,e.t. the extra-terrestrial,1982
13067,in the land of women,2007
25379,the blue butterfly,2004
88641,there goes my baby,1994
58051,housefull,2010
14877,september dawn,2007
96399,for greater glory - the true story of cristiada,2012
304410,la famille bélier,2014
489,good will hunting,1997
373314,misconduct,2016
214,saw iii,2006
10890,stripes,1981
1588,bring it on,2000
316727,the purge: election year,2016
10314,she's all that,1999
663,saw iv,2007
11804,white noise,2005
16781,madea's family reunion,2006
11873,the color of money,1986
9289,the longest day,1962
10414,the mighty ducks,1992
1970,the grudge,2004
9614,happy gilmore,1996
8922,jeepers creepers,2001
1648,bill & ted's excellent adventure,1989
17917,oliver!,1968
74534,the best exotic marigold hotel,2011
19405,recess: school's out,2001
9355,mad max beyond thunderdome,1985
10999,commando,1985
321258,the boy,2016
44040,devil,2010
10426,friday after next,2002
280092,insidious: chapter 3,2015
13938,the last dragon,1985
10163,the lawnmower man,1992
12182,nick and norah's infinite playlist,2008
1832,dogma,1999
9034,the banger sisters,2002
15301,twilight zone: the movie,1983
10135,road house,1989
26352,a low down dirty shame,1994
20616,swimfan,2002
9794,employee of the month,2006
15037,can't hardly wait,1998
227,the outsiders,1983
294272,pete's dragon,2016
11336,the dead zone,1983
283445,sinister 2,2015
88036,sparkle,2012
10984,valentine,2001
22824,the fourth kind,2009
9526,a prairie home companion,2006
39349,sugar hill,1994
15983,invasion u.s.a.,1985
14544,roll bounce,2005
11545,rushmore,1998
42684,skyline,2010
268238,the second best exotic marigold hotel,2015
8359,kit kittredge: an american girl,2008
15648,the perfect man,2005
41823,mo' better blues,1990
11891,kung pow: enter the fist,2002
9362,tremors,1990
9902,wrong turn,2003
14729,the long riders,1980
9455,the corruptor,1999
103731,mud,2013
10090,reno 911!: miami,2007
164558,one direction: this is us,2013
19905,"the goods: live hard, sell hard",2009
17710,hey arnold! the movie,2002
75900,my week with marilyn,2011
9515,the matador,2005
27322,love jones,1997
328425,the gift,2015
14120,end of the spear,2005
10050,get over it,2001
1542,office space,1999
10490,drop dead gorgeous,1999
87093,big eyes,2014
10029,very bad things,1998
9893,sleepover,2004
11507,body double,1984
37931,macgruber,2010
3472,dirty pretty things,2002
87818,movie 43,2013
13160,over her dead body,2008
88005,seeking a friend for the end of the world,2012
52067,cedar rapids,2011
73,american history x,1998
134597,the collection,2012
24034,teacher's pet,2004
14283,the red violin,1998
404,the straight story,1999
13201,deuces wild,2002
209403,bad words,2013
7942,run fatboy run,2007
73247,heartbeeps,1981
253331,black or white,2014
34043,on the line,2001
9952,rescue dawn,2006
256924,danny collins,2015
82532,"jeff, who lives at home",2011
41110,io sono l'amore,2009
134371,atlas shrugged part ii,2012
2088,romeo is bleeding,1993
10388,the limey,1999
1640,crash,2004
25520,the house of mirth,2000
27342,malone,1987
13689,peaceful warrior,2006
67911,bucky larson: born to be a star,2011
24664,bamboozled,2000
329440,the forest,2016
47890,sphinx,1981
252512,while we're young,2015
55720,a better life,2011
9613,spider,2002
29076,gun shy,2000
29339,nicholas nickleby,2002
68812,the iceman,2012
32740,कृष,2006
14195,cecil b. demented,2000
73567,killer joe,2011
41479,the joneses,2009
15394,owning mahowny,2003
10071,the brothers solomon,2007
1989,my blueberry nights,2007
91076,illuminata,1998
12779,swept away,2002
13191,"war, inc.",2008
11770,少林足球,2001
12703,the brown bunny,2004
64559,rien ne va plus,1997
222649,rosewater,2014
115872,la femme de chambre du titanic,1997
101173,coriolanus,2011
25350,imaginary heroes,2004
10034,high heels and low lifes,2001
20178,world's greatest dad,2009
5072,severance,2006
18191,edmond,2005
31007,welcome to the rileys,2010
11546,police academy: mission to moscow,1994
41894,blood done sign my name,2010
184374,cinco de mayo: la batalla,2013
268171,elsa & fred,2014
78149,"an alan smithee film: burn, hollywood, burn",1998
24663,the open road,2009
39037,the good guy,2009
22805,motherhood,2009
39055,free style,2008
245846,strangerland,2015
25186,janky promoters,2009
15017,blonde ambition,2007
12245,the oxford murders,2008
49787,the reef,2010
16358,eulogy,2004
7006,white noise 2: the light,2007
66767,beat the world,2011
17622,fifty dead men walking,2008
283671,jungle shuffle,2014
18516,adam resurrected,2008
217708,hross í oss,2013
42057,hai marjawaan!,2010
17577,the devil's tomb,2009
14608,partition,2007
34417,good intentions,2010
15067,"좋은 놈, 나쁜 놈, 이상한 놈",2008
78383,nurse 3-d,2013
43090,gunless,2010
16614,adventureland,2009
9700,the lost city,2005
10471,next friday,2000
250066,american heist,2014
667,you only live twice,1967
208869,plastic,2014
86837,amour,2012
10306,poltergeist iii,1988
106845,re-kill,2015
11576,"it's a mad, mad, mad, mad world",1963
219,volver,2006
11827,heavy metal,1981
22820,gentlemen broncos,2009
31174,richard iii,1995
244316,into the grizzly maze,2015
37737,kites,2010
62215,melancholia,2011
66125,red dog,2011
132316,jab tak hai jaan,2012
348,alien,1979
30497,the texas chain saw massacre,1974
27586,the runaways,2010
14811,fiddler on the roof,1971
660,thunderball,1965
68684,detention,2011
40794,mine vaganti,2010
9400,set it off,1996
16162,the best man,1999
10585,child's play,1988
2359,sicko,2007
238636,the purge: anarchy,2014
10472,down to you,2000
11282,harold & kumar go to white castle,2004
6521,the contender,2000
14181,boiler room,2000
1621,trading places,1983
9656,black christmas,2006
16428,breakin' all the rules,2004
10705,henry v,1989
8272,the savages,2007
24621,chasing papi,2003
1619,the way of the gun,2000
9685,igby goes down,2002
14425,pcu,1994
14624,the ultimate gift,2006
10179,the ice pirates,1984
15568,gracie,2007
14057,trust the man,2005
12621,hamlet 2,2008
1808,velvet goldmine,1998
293670,곡성,2016
67675,glee: the concert movie,2011
27329,สุริโยไท,2001
29514,due occhi diabolici,1990
250349,barbecue,2014
12454,all or nothing,2002
39806,princess kaiulani,2010
15699,opal dream,2006
8883,flammen & citronen,2008
17926,undiscovered,2005
291081,red riding: in the year of our lord 1974,2009
41248,la fille du rer,2009
25968,veronika decides to die,2009
9671,crocodile dundee,1986
52010,"ultramarines: a warhammer 40,000 movie",2010
11588,the i inside,2004
43418,beneath hill 60,2010
71157,polisse,2011
13483,awake,2007
333355,star wars: clone wars (volume 1),2005
327833,skin trade,2014
1547,the lost boys,1987
25196,crazy heart,2009
16323,the rose,1979
175528,baggage claim,2013
8069,barbarella,1968
71805,håkon håkonsen,1990
9451,election,1999
16727,the namesake,2006
272693,the duff,2015
10696,glitter,2001
150202,the haunting in connecticut 2: ghosts of georgia,2013
19644,실미도,2003
29963,bright star,2009
26022,my name is khan,2010
152747,all is lost,2013
62676,limbo,1999
20360,namastey london,2007
1116,the wind that shakes the barley,2006
185008,yeh jawaani hai deewani,2013
11620,quo vadis,1951
14353,repo! the genetic opera,2008
11818,kurtlar vadisi - irak,2006
680,pulp fiction,1994
11176,the muppet movie,1979
242582,nightcrawler,2014
11217,club dread,2004
15121,the sound of music,1965
2619,splash,1984
773,little miss sunshine,2006
235,stand by me,1986
170,28 days later,2002
14114,you got served,2004
10734,escape from alcatraz,1979
37964,brown sugar,2002
28121,a thin line between love and hate,1996
40807,50/50,2011
10885,shutter,2008
225565,that awkward moment,2014
16471,modern problems,1981
385736,kicks,2016
11971,much ado about nothing,1993
668,on her majesty's secret service,1969
11596,new nightmare,1994
14429,drive me crazy,1999
13751,akeelah and the bee,2006
9490,half baked,1998
14536,new in town,2009
1359,american psycho,2000
9962,the good girl,2002
15049,bon cop bad cop,2006
22821,the boondock saints ii: all saints day,2009
42819,the city of your final destination,2009
209263,enough said,2013
37735,easy a,2010
59930,the inkwell,1994
10873,shadow of the vampire,2000
51588,prom,2011
23570,the pallbearer,1996
19489,held up,1999
14629,woman on top,2000
8293,howards end,1992
291270,anomalisa,2015
44009,another year,2010
1958,8 femmes,2002
13154,showdown in little tokyo,1991
26618,clay pigeons,1998
43923,it's kind of a funny story,2010
46138,made in dagenham,2010
45791,and when did you last see your father?,2007
26306,prefontaine,1997
110683,the wicked lady,1983
26963,the secret of kells,2009
198277,begin again,2013
7870,down in the valley,2005
13072,brooklyn rules,2007
153397,restless,2012
30141,the singing detective,2003
17044,the land girls,1998
10288,fido,2006
12183,the wendell baker story,2005
44147,wild target,2010
12192,pathology,2008
36597,wuthering heights,2009
13197,10th & wolf,2006
10913,dear wendy,2005
251321,aloft,2014
149,アキラ,1988
10425,the death and life of bobby z,2007
49081,maurice richard,2005
256687,swelter,2014
220488,非常幸运,2013
1544,imagine me & you,2005
374461,mr. church,2016
302,swimming pool,2003
182873,green street hooligans: underground,2013
21512,the blood of heroes,1989
389425,code of honor,2016
403,driving miss daisy,1989
29461,soul food,1997
33542,紅番區,1995
283708,loin des hommes,2014
9388,thank you for smoking,2005
1691,hostel: part ii,2007
24684,an education,2009
2610,shopgirl,2005
11308,the hotel new hampshire,1984
11022,narc,2002
34341,men with brooms,2002
15365,witless protection,2008
36046,the work and the glory,2004
12569,extract,2009
24356,masked and anonymous,2003
55903,betty fisher et autres histoires,2001
2577,code 46,2003
103903,outside bet,2012
73873,albert nobbs,2011
312113,black november,2012
14165,ta ra rum pum,2007
2011,persepolis,2007
45650,the hole,2009
7735,die welle,2008
301365,the neon demon,2016
25941,harry brown,2009
29064,the omega code,1999
7326,juno,2007
326284,pound of flesh,2015
681,diamonds are forever,1971
238,the godfather,1972
535,flashdance,1983
19913,(500) days of summer,2009
713,the piano,1993
77930,magic mike,2012
10727,darkness falls,2003
253,live and let die,1973
17908,my dog skip,2000
8390,"definitely, maybe",2008
57119,jumping the broom,2011
